text,aspect_words,labels
"It has come into good use for my finances, scheduling, my parents business expenses, and it is definitely amazing for gaming.",gaming,2
"Laptop was in new condition and operational, but for the audio problem when 1st sent for repair.",audio,0
 I continued to take the computer in AGAIN and they replaced the hard drive and mother board yet again.,hard drive,0
"The screen is framed by half- to a full-inch margin that is obviously unnecessary, reduces the screen size and increases the bulk.",bulk,0
also it comes with very useful applications like iphoto that it is the best photo application i have ever had,photo application,2
"It's graphics aren't bad at all, for the lower end of the MacBook Pro spectrum, easily capable of running StarCraft II and other games with comparable graphics.",graphics,1
"The processor screams, and because of the unique way that Apple OSX 16 functions, most of the graphics are routed through the hardware rather than the software.",OSX 16,2
"WIth the upgraded memory, the MacBook Pro never has an issue running many many applications at once!",upgraded memory,2
They only stay charged a little over an hour.,charged,0
It made the computer much easier to use and navigate.,use,2
"Summary: I've had this laptop for 2 months, out of the blue the power adapter stops working.",power adapter,0
I also enjoy the fact that my MacBook Pro laptop allows me to run Windows 7 on it by using the VMWare program.,VMWare program,1
"In the shop, these MacBooks are encased in a soft rubber enclosure - so you will never know about the razor edge until you buy it, get it home, break the seal and use it (very clever con).",rubber enclosure,2
" Another THREE weeks later I had my laptop back with a new mousepad, keys, and casing.",casing,1
This wiped out several programs that were installed on the computer when it was bought.,programs,0
I'm tired of the inept service.,service,0
" We have had numerous problems with Vista, such as Adobe Flash player just quits and has to be uninstalled and then reinsalled, Internet Explore just quits and you lose whatever you were working on, also, the same Windows update has appeared on this computer since we got it and has been updated probably 400 times, the same update.",Internet Explore,0
Best thing is I can use existing 32 bit old programs.,programs,2
"I mainly use it for email, internet, and managing personal files (pics, vids, etc.).",internet,1
Could not keep up with me and finally the hard drive went out.,hard drive,0
"The only thing I wish this had was the option to turn off the touchpad with a button like my big 16"" laptop does.",touchpad,0
 They replaced my hard drive as well as my mother board.,hard drive,1
I eventually did the migration from my iMac backup disc which uses USB.,USB,1
The machine has a bluray player the book has no mention of it or how to connect it to your HDTV.,bluray player,1
It also came with a built it web cam which is great because I can see an communicate with my family members back home.,built it web cam,2
"The apple systems are over priced luxurys that arn't worth what they are being charged for, this model's specifications are far from being impressive and they only thing you get out of this is the apple name.",over priced,0
 The lcd screen stopped working on mine after 10 months.,lcd screen,0
There is no number pad to the right of the keyboard which is a bummer.,pad,0
HP is more interested in selling extended warranties (which cost more than the netbook new) then they are in helping or fixing.,extended warranties,0
We paid for the three year warranty and the extended warranty after that one ended as well.,three year warranty,1
"Its not just slow on the internet, its slow in general.",internet,0
"I reloaded with Windows 7 Ultimate, and the Bluetooth and Fingerprint reader (software) would not load.",Fingerprint reader,0
"The big screen allows you to enjoy watching movies , pictures and etc!",screen,2
"The system constantly overheats, the battery life is too short, the case is coming apart, and my core applications that I use every day in my work as a graphic artist run poorly.",core applications,0
I had to pay for the shipping!,shipping,0
"Also, one of the users mentioned how the edges on the macbook is sharp, if you have money to spend on one of the incase shells, it doesn't seem to be a problem.",edges,0
"AND the best part is that it even comes with a free printer (when they have a certain promotion/offer going, of course)!",printer,2
"I love this program, it is superior to windows movie maker.",program,2
"I use the computer to basically check emails, surf the web, print coupons and for my college papers.",surf the web,1
"It has far exceeded my expectations for power, storage, and abilitiy.",power,2
"I was loving this Netbook because it had an amazing screen and display and was small and light, but after 1 week it stopped openning web pages for me (even after installing new browsers) then eventually it just started giving me a blue screen and crashing everytime I booted it.",display,2
